央视   ,#genre#
澳门卫视,http://stream.mastvnet.com/MSTV/SD/live.m3u8
南方卫视,http://nclive.grtn.cn/tvs2/sd/live.m3u8
广东经济,http://nclive.grtn.cn/tvs1hd/hd/live.m3u8
广东体育,http://%68%74%74%70%73://%31%31%36%2e%37%37%2e%37%32%2e%31%39%35/%73%74%72%65%61%6d%73/%64/%67%64%74%79/%70%6c%61%79%6c%69%73%74%2e%6d%33%75%38#https://mrw.so/4QJKmM?tv.com/ws/20200205.m3u8#https://bsypull.seastart.tv/sstlive/3oknp/playlist.m3u8#http://nclive.grtn.cn/typd/sd/live.m3u8
五星体育,http://172.81.237.63/live/program/live/ssty/4000000/mnf.m3u8
威海海洋,http://mrw.so/4QJKp2?tv.com/ws/20200205.m3u8
快乐垂钓,http://hnml.chinashadt.com:2036/live/2.stream/playlist.m3u8
济南影视,http://ts1.ijntv.cn/yshd/hd/live.m3u8
欢笑剧场,http://112.50.243.4/PLTV/88888888/224/3221226729/1.m3u8
动漫秀场,http://112.50.243.4/PLTV/88888888/224/3221226141/1.m3u8
纯享4K,http://112.50.243.4/PLTV/88888888/224/3221226825/1.m3u8
奉节综合,http://61.161.120.60:9500/ch0.m3u8
奉节文旅,http://61.161.120.60:9500/ch1.m3u8

标清节目,#genre#
CCTV1,http://cctvcnch5ca.v.wscdns.com/live/cctv1_2/10793.m3u8
CCTV2,http://cctvcnch5ca.v.wscdns.com/live/cctv2_2/10793.m3u8
CCTV3,http://cctvcnch5ca.v.wscdns.com/live/cctv3_2/10793.m3u8
CCTV4,http://cctvcnch5ca.v.wscdns.com/live/cctv4_2/10793.m3u8
CCTV5,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv5hd
CCTV6,http://cctvcnch5ca.v.wscdns.com/live/cctv6_2/10793.m3u8
CCTV7,http://cctvcnch5ca.v.wscdns.com/live/cctv7_2/10793.m3u8
CCTV8,http://cctvcnch5ca.v.wscdns.com/live/cctv8_2/10793.m3u8
CCTV9,http://cctvcnch5ca.v.wscdns.com/live/cctvjilu_2/10793.m3u8
CCTV10,http://cctvcnch5ca.v.wscdns.com/live/cctv10_2/10793.m3u8
CCTV11,http://cctvcnch5ca.v.wscdns.com/live/cctv11_2/10793.m3u8
CCTV12,http://cctvcnch5ca.v.wscdns.com/live/cctv12_2/10793.m3u8
CCTV13,http://cctvcnch5ca.v.wscdns.com/live/cctv13_2/10793.m3u8
CCTV14,http://cctvcnch5ca.v.wscdns.com/live/cctvchild_2/10793.m3u8
CCTV15,http://cctvcnch5ca.v.wscdns.com/live/cctv15_2/10793.m3u8
CCTV17,https://cctvcnch5ca.v.wscdns.com/live/cctv17_2/10793.m3u8
香港卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xianggangweishi_2_hd.m3u8
北京卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/btv1_2_hd.m3u8
天津卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/tianjin_2_hd.m3u8
东方卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/dongfang_2_hd.m3u8
重庆卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/chongqing_2_hd.m3u8
河北卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/hebei_2_hd.m3u8
山西卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shan1xi_2_hd.m3u8
辽宁卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/liaoning_2_hd.m3u8
吉林卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/jilin_2_hd.m3u8
黑龙江卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/heilongjiang_2_hd.m3u8
安徽卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/anhui_2_hd.m3u8
东南卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/dongnan_2_hd.m3u8
江西卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/jiangxi_2_hd.m3u8
山东卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shandong_2_hd.m3u8
河南卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/henan_2_hd.m3u8
湖北卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/hubei_2_hd.m3u8
广东卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/guangdong_2_hd.m3u8
深圳卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shenzhen_2_hd.m3u8
海南卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/travel_2_hd.m3u8
四川卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/sichuan_2_hd.m3u8
贵州卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/guizhou_2_hd.m3u8
云南卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/yunnan_2_hd.m3u8
陕西卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/shan3xi_2_hd.m3u8
甘肃卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/gansu_2_hd.m3u8
青海卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/qinghai_2_hd.m3u8
内蒙古卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/neimenggu_2_hd.m3u8
广西卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/guangxi_2_hd.m3u8
西藏卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/xizang_2_hd.m3u8
宁夏卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/ningxia_2_hd.m3u8
新疆卫视,http://cctvtxyh5ca.liveplay.myqcloud.com/wstv/xinjiang_2_hd.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunantv.m3u8
北京卫视高清,http://ivi.bupt.edu.cn/hls/btv1hd.m3u8
北京文艺高清,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京纪实高清,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8
湖南卫视高清,http://ivi.bupt.edu.cn/hls/hunanhd.m3u8
浙江卫视高清,http://ivi.bupt.edu.cn/hls/zjhd.m3u8
江苏卫视高清,http://ivi.bupt.edu.cn/hls/jshd.m3u8
东方卫视高清,http://ivi.bupt.edu.cn/hls/dfhd.m3u8
安徽卫视高清,http://ivi.bupt.edu.cn/hls/ahhd.m3u8
黑龙江卫视高清,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
辽宁卫视高清,http://ivi.bupt.edu.cn/hls/lnhd.m3u8
深圳卫视高清,http://ivi.bupt.edu.cn/hls/szhd.m3u8
广东卫视高清,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
天津卫视高清,http://ivi.bupt.edu.cn/hls/tjhd.m3u8
湖北卫视高清,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
山东卫视高清,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
重庆卫视高清,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8

湖北,#genre#
湖北◆,http://player.200877926.top/17/hubei/hbgdm3u8.php?id=hbzhhd
湖北 Ⅰ 湖北综合台,http://player.200877926.top/17/hubei/hbgdm3u8.php?id=hbzhhd#http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北 Ⅰ 湖北公共台,http://player.200877926.top/17/hubei/hbgdm3u8.php?id=hbgghd#http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
湖北 Ⅰ 湖北经视台,http://player.200877926.top/17/hubei/hbgdm3u8.php?id=hbjshd#http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
湖北 Ⅰ 湖北影视,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北 Ⅰ 湖北生活,http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
湖北 Ⅰ 湖北教育,http://live.cjyun.org/hubeitv/s10008-live-hbjy.m3u8
湖北 Ⅰ 武汉综合台，http://stream.appwuhan.com/1tzb/sd/live.m3u8
湖北 Ⅰ 武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
湖北 Ⅰ 武汉科技生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
湖北 Ⅰ 武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
湖北 Ⅰ 武汉文体台,http://stream.appwuhan.com/5tzb/sd/live.m3u8
湖北 Ⅰ 武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
湖北 Ⅰ 鄂州新闻,http://ezhou.live.cjyun.org/video/s10098-EZ2T/index.m3u8
湖北 Ⅰ 襄阳新闻,http://xiangyang.live.cjyun.org/video/s10125-news_hd/index.m3u8
湖北 Ⅰ 襄阳经济,http://xiangyang.live.cjyun.org/video/s10125-society_hd/index.m3u8
湖北 Ⅰ 襄阳公共台,http://xiangyang.live.cjyun.org/video/s10125-education_hd.m3u8
湖北 Ⅰ 荆门新闻,http://jingmen.live.cjyun.org/video/s10101-jmnews.m3u8#http://live.jmtv.com.cn/xwzh/sd/live.m3u8
湖北 Ⅰ 荆门公共台,http://live.jmtv.com.cn/ngpd/sd/live.m3u8#http://jingmen.live.cjyun.org/video/s10101-jmggpd.m3u8
湖北 Ⅰ 三峡综合,http://yichang.live.cjyun.org/video/s10091-yczh/index.m3u8
湖北 Ⅰ 孝感新闻,http://xiaogan.live.cjyun.org/video/s10139-xg.flv
湖北 Ⅰ 秭归新闻,http://zigui.live.cjyun.org/video/s10111-ZGTV1.m3u8
湖北 Ⅰ 十堰新闻,http://live.aisy.com/aisy/c005.m3u8?auth_key=1584588911-0-0-096ebd0284ee8f71c9343938b167c12f
湖北 Ⅰ 咸宁新闻,http://xianning.live.cjyun.org/video/s10140-XNGG.flv
湖北 Ⅰ 恩施新闻,http://enshi.live.cjyun.org/video/s10070-eszh.m3u8
湖北 Ⅰ 赤壁电视台,http://hbcb.chinashadt.com:1936/live/tv1.stream/playlist.m3u8
湖北 Ⅰ 宜昌综合台,http://player.200877926.top/17/hubei/hbgdm3u8.php?id=yichangzh
湖北 Ⅰ 随州综合台,http://suizhou.source.cjyun.org/video/s10145-szzhpd.m3u8
湖北 Ⅰ 随州农村台,http://suizhou.source.cjyun.org/video/s10145-szncpd.m3u8
湖北 Ⅰ 神龙架电视,http://shennongjia.live.cjyun.org/video/s10144-SNJ-live.m3u8

教育频道,#genre#
CETV1,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8
CETV2,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8
CETV3,http://cctvalih5ca.v.myalicdn.com/cstv/cetv3_2/index.m3u8
CETV4,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8

众志成城,#genre#
新型冠状病毒,https://wjdown.99.com/video/2020/0209.mp4
新冠状病毒科普讲座,https://charge.zuoyebang.cc/record_eafdda4090346101bb9c338fc15d4561.mp4
共同战疫,https://linslive1-al.wasu.cn/live/yfy-haochidechufang.m3u8
工作防护,https://download-t.zhixueyun.com:443/default/M00/00/00/01-GZQYFH01.mp4
个人防护,https://download-t.zhixueyun.com/default/M00/00/00/02-GRFHZS02.mp4
居家防护,https://download-t.zhixueyun.com/default/M00/00/00/03-JJFH03.mp4
认识病毒,https://download-t.zhixueyun.com/default/M00/00/00/04-XXGZBDFYGRDZS04.mp4
就医流程,https://download-t.zhixueyun.com/default/M00/00/00/05-JYLC05.mp4
双画面,http://mobilelive-play.ysp.cctv.cn/2001886801_fhd.m3u8
雷神山画面1,http://mobilelive-play.ysp.cctv.cn/2001893301_fhd.m3u8
雷神山画面2,http://mobilelive-play.ysp.cctv.cn/2001893201_fhd.m3u8

腾讯企鹅辅导,#genre#
小学一年级,https://live-edu.wasu.tv/live/QiEFuDao-lv1.m3u8
小学二年级,https://live-edu.wasu.tv/live/QiEFuDao-lv2.m3u8
小学三年级,https://live-edu.wasu.tv/live/QiEFuDao-lv3.m3u8
小学四年级,https://live-edu.wasu.tv/live/QiEFuDao-lv4.m3u8
小学五年级,https://live-edu.wasu.tv/live/QiEFuDao-lv5.m3u8
小学六年级,https://live-edu.wasu.tv/live/QiEFuDao-lv6.m3u8
初中一年级,https://live-edu.wasu.tv/live/QiEFuDao-lv7.m3u8
初中二年级,https://live-edu.wasu.tv/live/QiEFuDao-lv8.m3u8
初中三年级,https://live-edu.wasu.tv/live/QiEFuDao-lv9.m3u8
高中一年级,https://live-edu.wasu.tv/live/QiEFuDao-lv10.m3u8
高中二年级,https://live-edu.wasu.tv/live/QiEFuDao-lv11.m3u8
高中三年级,https://live-edu.wasu.tv/live/QiEFuDao-lv12.m3u8

新东方网课,#genre#
小学一年级,http://aldirect.hls.huya.com/huyalive/1099531752589-1099531752589-86435413673115648-2199063628634-10057-A-0-1.m3u8
小学二年级,http://aldirect.hls.huya.com/huyalive/1099531752590-1099531752590-86435417968082944-2199063628636-10057-A-0-1.m3u8
小学三年级,http://aldirect.hls.huya.com/huyalive/1099531752591-1099531752591-86435422263050240-2199063628638-10057-A-0-1.m3u8
小学四年级,http://aldirect.hls.huya.com/huyalive/1099531752592-1099531752592-86435426558017536-2199063628640-10057-A-0-1.m3u8
小学五年级,http://aldirect.hls.huya.com/huyalive/1099531752593-1099531752593-86435430852984832-2199063628642-10057-A-0-1.m3u8
小学六年级,http://aldirect.hls.huya.com/huyalive/1099531752594-1099531752594-86435435147952128-2199063628644-10057-A-0-1.m3u8
初中一年级,http://aldirect.hls.huya.com/huyalive/1099531752595-1099531752595-86435439442919424-2199063628646-10057-A-0-1.m3u8
初中二年级,http://aldirect.hls.huya.com/huyalive/1099531752596-1099531752596-86435443737886720-2199063628648-10057-A-0-1.m3u8
初中三年级,http://aldirect.hls.huya.com/huyalive/1099531752597-1099531752597-86435448032854016-2199063628650-10057-A-0-1.m3u8
高中一年级,http://aldirect.hls.huya.com/huyalive/1099531752598-1099531752598-86435452327821312-2199063628652-10057-A-0-1.m3u8
高中二年级,http://aldirect.hls.huya.com/huyalive/1099531752599-1099531752599-86435456622788608-2199063628654-10057-A-0-1.m3u8
高中三年级,http://aldirect.hls.huya.com/huyalive/1099531752600-1099531752600-86435460917755904-2199063628656-10057-A-0-1.m3u8


学而思网课,#genre#
小学一年级,http://aldirect.hls.huya.com/huyalive/1099531752601-1099531752601-86435465212723200-2199063628658-10057-A-0-1.m3u8
小学二年级,http://aldirect.hls.huya.com/huyalive/1099531752602-1099531752602-86435469507690496-2199063628660-10057-A-0-1.m3u8
小学三年级,http://aldirect.hls.huya.com/huyalive/1099531752603-1099531752603-86435473802657792-2199063628662-10057-A-0-1.m3u8
小学四年级,http://aldirect.hls.huya.com/huyalive/1099531752604-1099531752604-86435478097625088-2199063628664-10057-A-0-1.m3u8
小学五年级,http://aldirect.hls.huya.com/huyalive/1099531752605-1099531752605-86435482392592384-2199063628666-10057-A-0-1.m3u8
小学六年级,http://aldirect.hls.huya.com/huyalive/1099531752606-1099531752606-86435486687559680-2199063628668-10057-A-0-1.m3u8
初中一年级,http://aldirect.hls.huya.com/huyalive/1099531752607-1099531752607-86435490982526976-2199063628670-10057-A-0-1.m3u8
初中二年级,http://aldirect.hls.huya.com/huyalive/1099531752608-1099531752608-86435495277494272-2199063628672-10057-A-0-1.m3u8
初中三年级,http://aldirect.hls.huya.com/huyalive/1099531752609-1099531752609-86435499572461568-2199063628674-10057-A-0-1.m3u8
高中一年级,http://aldirect.hls.huya.com/huyalive/1099531752610-1099531752610-86435503867428864-2199063628676-10057-A-0-1.m3u8
高中二年级,http://aldirect.hls.huya.com/huyalive/1099531752611-1099531752611-86435508162396160-2199063628678-10057-A-0-1.m3u8
高中三年级,http://aldirect.hls.huya.com/huyalive/1099531752612-1099531752612-86435512457363456-2199063628680-10057-A-0-1.m3u8

直播课堂,#genre#
眼保健操,https://charge.zuoyebang.cc/record_a9140bc04652c0720621ef0f634bcf3b.mp4
学生室内操,https://charge.zuoyebang.cc/record_a800769ad5f6fe35ce17585683e7267b.mp4
习字笔墨,https://charge.zuoyebang.cc/record_40638e0ad434c716b6bac5d3209c4b69.mp4
习字田字格,https://charge.zuoyebang.cc/record_29b68e7b2a2b7a326d40d56056f4acaf.mp4
习字3,https://charge.zuoyebang.cc/record_048912b338e07c0ba5dc7b22cf22d4ca.mp4
习字4,https://charge.zuoyebang.cc/record_d92df76b4293d1595142373cae3d07b0.mp4
习字5,https://charge.zuoyebang.cc/record_10e3bf7968a77d9feb0dc188e9e1a045.mp4
小学一年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345168314564695_sd.flv
小学一年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106122224802201687_sd.flv
小学一年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344518832095319_sd.flv
小学二年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114801354932311_sd.flv
小学二年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347161108873303_sd.flv
小学二年级_学业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114150264733783_sd.flv
小学三年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114807257890903_sd.flv
小学三年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347165067771991_sd.flv
小学三年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114161536925783_sd.flv
小学四年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114821756026967_sd.flv
小学四年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394352493309460567_sd.flv
小学四年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114171468513367_sd.flv
小学五年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114835913637975_sd.flv
小学五年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347170511192151_sd.flv
小学五年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114184289976407_sd.flv
小学六年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345225356050519_sd.flv
小学六年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116789653733463_sd.flv
小学六年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114187240144983_sd.flv
初一_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345225022079063_sd.flv
初一_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347171578380375_sd.flv
初一_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344593730306135_sd.flv
初二_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345233875468375_sd.flv
初二_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116787305185367_sd.flv
初二_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114222741782615_sd.flv
初三_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114850812592215_sd.flv
初三_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116789385035863_sd.flv
初三_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344604800909399_sd.flv
高一_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345243875213399_sd.flv
高一_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116791935959127_sd.flv
高一_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114239584534615_sd.flv
高二_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114865844977751_sd.flv
高二_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347170975973463_sd.flv
高二_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344622782414935_sd.flv
高三_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345249650770007_sd.flv
高三_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347173524537431_sd.flv
高三_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344630637035607_sd.flv
小一年级,http://c.huodongzhi.cn/vwxjy/20200210-00011.m3u8
小二年级,http://c.huodongzhi.cn/vwxjy/20200210-00022.m3u8
小三年级,http://c.huodongzhi.cn/vwxjy/20200210-00033.m3u8
小四年级,http://c.huodongzhi.cn/vwxjy/20200210-00044.m3u8
小五年级,http://c.huodongzhi.cn/vwxjy/20200210-00055.m3u8
小六年级,http://c.huodongzhi.cn/vwxjy/20200210-00066.m3u8
初一年级,http://c.huodongzhi.cn/vwxjy/20200210-00077.m3u8
初二年级,http://c.huodongzhi.cn/vwxjy/20200210-00088.m3u8
初三年级,http://c.huodongzhi.cn/vwxjy/20200210-00099.m3u8
高一年级,http://c.huodongzhi.cn/vwxjy/20200210-00100.m3u8
高二年级,http://c.huodongzhi.cn/vwxjy/20200210-00110.m3u8
高三年级,http://c.huodongzhi.cn/vwxjy/20200210-00120.m3u8
小学课堂,#genre#
新冠状病毒科普讲座,https://charge.zuoyebang.cc/record_eafdda4090346101bb9c338fc15d4561.mp4
小学科学1,https://charge.zuoyebang.cc/record_08becc2927a5189c8b84690d601ad873.mp4
小学科学2,https://charge.zuoyebang.cc/record_fcd23dda41949acb662656b018585f04.mp4
小学美术1,https://charge.zuoyebang.cc/record_1bfb7b7aa8fb1806c8dd89b9bb7a710f.mp4
家长学院,https://charge.zuoyebang.cc/record_c325430f7f16895b56f1cc8b7c1a0212.mp4
小学英语早读1,https://charge.zuoyebang.cc/record_eb20b799102d964e89741c4c2f634443.mp4
小学英语早读2,https://charge.zuoyebang.cc/record_9d8cc7c2734a19ee189901afdf7949ec.mp4
小学英语早读3,https://charge.zuoyebang.cc/record_7d499aeb5e893c0b33634d47ffc8dee3.mp4
小一语文1,https://charge.zuoyebang.cc/record_aa1c45e333dc8499a064816c62a367c3.mp4
小一语文2,https://charge.zuoyebang.cc/record_aa567eb451746886cec609ca11256e52.mp4
小一语文3,https://charge.zuoyebang.cc/record_97f9c329bc28ebc898ed41ca3567b694.mp4
小一语文4,https://charge.zuoyebang.cc/record_1959627b2443119c3554ed068ab98c02.mp4
小一语文5,https://charge.zuoyebang.cc/record_bcd906c397759f35fe1a3ae283f2833e.mp4
小一语文6,https://charge.zuoyebang.cc/record_81dc38f55d5cf3f4d6139f4f30564cd4.mp4
小一语文早读1,https://charge.zuoyebang.cc/record_b7bf2eef43901fcac74659be8d6a36d2.mp4
小一语文早读2,https://charge.zuoyebang.cc/record_f00cc9a25b6df9addde0930a7e831302.mp4
小一诗词1,https://charge.zuoyebang.cc/record_2bbb3f375028bd38b2521c43116393c4.mp4
小一诗词2,https://charge.zuoyebang.cc/record_28618345f0b42af04ac76ad12954237e.mp4
小一数学1,https://charge.zuoyebang.cc/record_1fd80aa425da71413c1dae2c6ef2468d.mp4
小一数学2,https://charge.zuoyebang.cc/record_0a4f45f7ac17b5e7ab3b954fc3e70705.mp4
小一数学3,https://charge.zuoyebang.cc/record_9e47a7b9b0deb25627d4cb8cc0f4fba8.mp4
小一数学4,https://charge.zuoyebang.cc/record_07797cf5a8c46ce2e82c8f555c7fb98d.mp4
小一数学5,https://charge.zuoyebang.cc/record_2e71280b69c520f025fd34094bfcd21f.mp4
小一数学6,https://charge.zuoyebang.cc/record_b6b03e5842bc907535b6e95b20505345.mp4
小一数学7,https://charge.zuoyebang.cc/record_711f827a25e5fcdb3d0772adae784228.mp4
小一英语1,https://charge.zuoyebang.cc/record_025a0712f50cb90fb3f67eed1fa64fc5.mp4
小一英语2,https://charge.zuoyebang.cc/record_636767e8ebf98775ecece1e85c447dd2.mp4
小一英语3,https://charge.zuoyebang.cc/record_144758455ce97a78f8acdd72093adb03.mp4
小一英语4,https://charge.zuoyebang.cc/record_28618345f0b42af04ac76ad12954237e.mp4
小一英语5,https://charge.zuoyebang.cc/record_85fbc353cf162f9d5111241c238cd387.mp4
小一英语6,https://charge.zuoyebang.cc/record_f4fbd0b41c746e669303048d3fcccd5b.mp4
小一英语7,https://charge.zuoyebang.cc/record_263ca25f64e409fe94ce9069d777a562.mp4
小一英语早读1,https://charge.zuoyebang.cc/record_25934e7f0b5cf51710b762832850cd8a.mp4
小一英语早读2,https://charge.zuoyebang.cc/record_9bb89e24d5fa0bc1107ba9cf55cedafc.mp4
小二数学1,https://charge.zuoyebang.cc/record_7e4c15a7242dc8cdb26be53fe6a8638f.mp4
小二数学2,https://charge.zuoyebang.cc/record_6351b2540a2bc7f323d4a99ecba14e89.mp4
小二数学3,https://charge.zuoyebang.cc/record_7adbe15a22d0b4b29af45c90aba3d575.mp4
小二数学4,https://charge.zuoyebang.cc/record_230a65802d20d74706b16ef6e7a784f5.mp4
小二数学5,https://charge.zuoyebang.cc/record_dcda89d289f1cda1e9c1c58852dffb30.mp4
小二数学6,https://charge.zuoyebang.cc/record_27a8d3715a203f43428a69e879656eb2.mp4
小二数学7,https://charge.zuoyebang.cc/record_bd2734825c678b191fc46629abf78828.mp4
小二英语1,https://charge.zuoyebang.cc/record_bedf926ec90aa807b27b489efa930b87.mp4
小二英语2,https://charge.zuoyebang.cc/record_949797a137d7675bce16ea69730c44ef.mp4
小二英语3,https://charge.zuoyebang.cc/record_0e4d3a78a2d4b6e51afa0b6b4db5f1b3.mp4
小二英语4,https://charge.zuoyebang.cc/record_b718f02e4266417d54725ec444a2a953.mp4
小二英语5,https://charge.zuoyebang.cc/record_770999a81817f5a71393577fa155d79f.mp4
小二英语6,https://charge.zuoyebang.cc/record_1c5c141511d6a959b5454e8bee0194eb.mp4
小二英语早读1,https://charge.zuoyebang.cc/record_eb20b799102d964e89741c4c2f634443.mp4
小二英语早读2,https://charge.zuoyebang.cc/record_9d8cc7c2734a19ee189901afdf7949ec.mp4
小二英语早读3,https://charge.zuoyebang.cc/record_7d499aeb5e893c0b33634d47ffc8dee3.mp4
小二语文1,https://charge.zuoyebang.cc/record_680efab2024424857fbe5a4c17d1b38b.mp4
小二语文2,https://charge.zuoyebang.cc/record_5a24a03b55b6002d285e3ef611e60344.mp4
小二语文3,https://charge.zuoyebang.cc/record_c8ffb5ef527d1d0de1055f0562a92029.mp4
小二语文4,https://charge.zuoyebang.cc/record_76ae88b8425ef3711cf6b63a39aeb289.mp4
小二语文5,https://charge.zuoyebang.cc/record_c8e0cdc08bb273a82830b40dabea2a0b.mp4
小二语文6,https://charge.zuoyebang.cc/record_2d94ab3f834e0cfa90a7e0e5ced1663f.mp4
小三语文7,https://charge.zuoyebang.cc/record_fb40035f09e2af46ce87201aefba3c8a.mp4
小二语文早读1,https://charge.zuoyebang.cc/record_46137928e075d0f8f96b410e9e58cd99.mp4
小二语文早读2,https://charge.zuoyebang.cc/record_3d7523b76acad9fd02989849fb8c22f9.mp4
小二语文早读3,https://charge.zuoyebang.cc/record_cd263fda05815ce7947fc4fd21fec70a.mp4
小二诗词1,https://charge.zuoyebang.cc/record_2f80d5a5c7639ad5e9b14577d485aba5.mp4
小三数学1,https://charge.zuoyebang.cc/record_13313360bbb5d88e61c51c81a944d842.mp4
小三数学2,https://charge.zuoyebang.cc/record_46e8b76e50c264775c4b31cd9ba3970b.mp4
